customer_id,account_created,device_id,payment_fingerprint,shipping_address_id,segment,ring_id,ring_style,home_ip,uses_vpn
CUST-4843610349,2025-05-15 22:28:40.035665,DEV-899b5e600a,PAY-3c16c1d7d1,ADDR-bd4c93e9a9,normal,,,41.232.1.245,False
CUST-0ce15baab2,2026-01-19 02:11:28.622265,DEV-b21ee366db,PAY-e978fddb88,ADDR-c38c817f3e,normal,,,185.134.91.130,False
CUST-49e60e7648,2026-05-09 09:52:35.239928,DEV-eba754d4aa,PAY-107209cc3b,ADDR-f1d2604baa,normal,,,223.152.101.40,False
CUST-3a0a17af20,2025-07-01 11:54:24.824184,DEV-8d47ee82bd,PAY-0e926906a8,ADDR-4b84290164,normal,,,42.0.165.126,False
CUST-a6c57cef97,2024-12-08 06:38:55.723897,DEV-4b21838de3,PAY-2f6f0d520c,ADDR-3d28429f08,normal,,,93.157.122.15,False
CUST-62176e033a,2025-04-15 11:09:05.935128,DEV-bfdf6565c8,PAY-a55201eae8,ADDR-f4deebdea9,normal,,,146.40.43.188,False
CUST-fae2b3bd16,2025-09-04 09:19:24.521692,DEV-d761a53ce3,PAY-d8ea6bbd13,ADDR-70d6e2c5b4,normal,,,18.64.65.169,False
CUST-fee50197d9,2025-08-29 04:31:26.133816,DEV-f6c4c9dfac,PAY-2fee866ab9,ADDR-6161207e76,normal,,,141.84.135.136,False
CUST-a89d467fb1,2026-04-16 03:19:46.340115,DEV-2868592240,PAY-bd4da5baaf,ADDR-67260d3bcf,normal,,,109.108.102.183,False
CUST-36808ae091,2025-05-26 11:36:34.502102,DEV-782584eebe,PAY-ccd2c4aac0,ADDR-71e15e3200,normal,,,172.191.224.231,False
CUST-eb846a9660,2025-09-22 16:14:01.993310,DEV-409544d65a,PAY-73ddee6695,ADDR-46dc8f82da,normal,,,31.126.115.17,False
CUST-59530c1170,2025-06-10 18:02:13.097764,DEV-04a1159e82,PAY-533ffe4a1d,ADDR-6e3ff64e00,normal,,,151.117.112.2,False
CUST-2db6099bec,2025-01-07 02:31:11.723453,DEV-913ff7f0df,PAY-cf78235d01,ADDR-22d17c2f00,normal,,,162.30.117.18,False
CUST-88cce6a3b1,2026-05-05 05:42:59.402639,DEV-3e0632c9d7,PAY-d87ad81474,ADDR-4296d955e3,normal,,,221.169.36.132,False
CUST-9a945fe456,2025-04-13 19:18:44.637090,DEV-4e873519fe,PAY-d215ad7bd4,ADDR-a4cd7de263,normal,,,172.248.109.139,False
CUST-50a86542ae,2025-02-11 14:36:19.619579,DEV-698397b931,PAY-17df313346,ADDR-b8c6ac6865,normal,,,147.242.124.201,False
CUST-f93e2bc3cb,2025-08-27 20:25:55.254569,DEV-8502590ba1,PAY-c57a309768,ADDR-598d26e00f,normal,,,105.97.48.25,False
CUST-18a685daa4,2025-12-13 13:13:27.434121,DEV-ed9df6edc9,PAY-a66d67502d,ADDR-80118f805f,normal,,,91.216.210.120,False
CUST-e31b87bb79,2026-04-11 03:52:31.639238,DEV-70a70b1631,PAY-429e22b5ca,ADDR-097499dfc7,normal,,,14.50.31.104,False
CUST-16f9899b94,2026-01-22 15:15:21.689923,DEV-743c07a265,PAY-a2308643c8,ADDR-4ccd0116ec,normal,,,205.55.127.50,False
CUST-c814ec54ca,2025-03-17 03:08:34.770097,DEV-9cf1291cd1,PAY-d66176e0a9,ADDR-5888624e2d,normal,,,115.71.216.47,False
CUST-7b35b4c2f7,2025-05-07 06:39:47.989050,DEV-6f5ce1d665,PAY-5ad4faaf6b,ADDR-eecf48f458,normal,,,64.38.226.207,False
CUST-3a5df55a69,2026-04-09 17:18:25.775173,DEV-0d33b3fe06,PAY-9619bc845e,ADDR-157bec0228,normal,,,141.50.25.167,False
CUST-aa6dcba6d8,2026-06-28 14:01:45.051828,DEV-54aa9dd84a,PAY-a503e5f8e5,ADDR-c52113a1aa,normal,,,215.7.47.238,False
CUST-8e0fdbdcb0,2026-02-06 07:32:46.477887,DEV-2de07637cd,PAY-f9139409b7,ADDR-9d458570b5,normal,,,61.85.208.125,False
CUST-fd65f417a9,2025-09-01 16:57:23.674052,DEV-e2fb811dd3,PAY-8a20c8d4f4,ADDR-919192695c,normal,,,222.205.30.43,False
CUST-29451eb142,2025-07-04 10:12:37.660692,DEV-f9f3f4b8fa,PAY-824a050992,ADDR-0718dc39e3,normal,,,100.135.232.74,False
CUST-727932af57,2025-07-29 22:06:43.291149,DEV-253e69bbd0,PAY-9b3b449da8,ADDR-17abdbd9f3,normal,,,188.249.79.49,False
CUST-565565be9d,2025-05-17 19:03:06.995061,DEV-1d80d61632,PAY-c1adb7dc35,ADDR-b2c79e0134,normal,,,15.31.160.15,False
CUST-b36cd444ea,2024-12-26 00:46:40.507032,DEV-4e85aa237f,PAY-88caeb6ef2,ADDR-b35956cda6,normal,,,123.80.29.246,False
CUST-9f969d0df1,2025-09-17 00:47:05.259194,DEV-b7a21a1363,PAY-b673f85f34,ADDR-4308808d08,normal,,,218.95.35.153,False
CUST-0d1fffba39,2025-01-05 08:23:02.966890,DEV-36e0b4419f,PAY-0f0cd9e7d3,ADDR-4133193b44,normal,,,221.120.206.31,False
CUST-3b2ca12296,2026-05-26 04:25:11.222312,DEV-0b7e15e73a,PAY-4e854da2c6,ADDR-0988ce64a0,normal,,,146.126.20.159,False
CUST-d191199cc5,2025-01-13 11:14:29.049924,DEV-5553cd99c9,PAY-642af837ac,ADDR-b13f13950a,normal,,,169.161.133.53,False
CUST-15435a4fda,2025-12-19 18:30:43.723446,DEV-a1343d5c7f,PAY-dff2978e3e,ADDR-12f254166c,normal,,,81.122.135.102,False
CUST-f3b73870e8,2025-02-10 18:41:04.590395,DEV-8b164893cc,PAY-fdcec702d4,ADDR-fafa3cd803,normal,,,166.153.234.81,False
CUST-83a124f9a3,2026-05-18 21:38:19.454567,DEV-9fcf59cbf4,PAY-2fe11dee5e,ADDR-6740307bca,normal,,,19.4.234.160,False
CUST-d9fa6b269b,2026-06-28 02:31:22.476408,DEV-29ece83271,PAY-8ba6cdff32,ADDR-543643b40c,normal,,,26.37.109.130,False
CUST-0d1603231d,2025-04-29 13:13:29.868138,DEV-ae6fde4b42,PAY-975a606a80,ADDR-046e7d9238,normal,,,90.35.125.95,False
CUST-125e06750a,2025-05-11 00:11:05.238048,DEV-31563b8f4f,PAY-0290e53d55,ADDR-67e7b1716b,normal,,,113.154.4.171,False
CUST-247d88946a,2026-03-15 02:28:44.621632,DEV-751884e0f9,PAY-723d5e1736,ADDR-415354e75b,normal,,,77.53.68.68,False
CUST-58efc5b0a7,2025-02-01 19:59:48.494918,DEV-9272e677d0,PAY-43cdaea949,ADDR-dfe731c927,normal,,,28.79.139.73,False
CUST-4130711b60,2025-11-12 04:42:54.995083,DEV-8b1a0d63a1,PAY-069fd6790e,ADDR-b8d53ffb79,normal,,,184.175.104.176,False
CUST-2735a7de02,2025-11-29 05:22:14.436001,DEV-7d9f3cad89,PAY-4862976534,ADDR-f84647d560,normal,,,68.250.128.232,False
CUST-9b0f986b8d,2026-05-06 19:46:41.182512,DEV-6fc7bcecf0,PAY-71fc8360e7,ADDR-88551fbf9b,normal,,,14.47.216.213,False
CUST-e05c94d942,2025-05-06 04:44:54.212346,DEV-3dbd8c9421,PAY-bc92d339a0,ADDR-692379fedd,normal,,,1.170.66.164,False
CUST-7d33d065ce,2026-06-17 07:16:20.519060,DEV-5d5ccd56fd,PAY-de8f0e5df7,ADDR-7deab90a6b,normal,,,42.226.218.144,False
CUST-c639aa4adf,2024-12-02 14:22:12.524727,DEV-ed011f3b5c,PAY-09be57e399,ADDR-8af130c32b,normal,,,20.76.18.214,False
CUST-6a2c7aecd9,2025-06-28 18:37:31.154813,DEV-c3ecb3b02e,PAY-eaf71d3812,ADDR-f966cc6311,normal,,,142.75.220.33,False
CUST-896a5d4699,2024-12-21 05:15:13.727212,DEV-9a787fa95c,PAY-2c302a7e88,ADDR-4402aa284a,normal,,,94.20.183.54,False
CUST-6232aa0187,2025-12-26 21:59:55.322750,DEV-9b13e657d3,PAY-a5a716380d,ADDR-1b2d0522f1,normal,,,171.52.181.200,False
CUST-1a2d1fa434,2025-10-17 04:08:28.975284,DEV-c92a45c315,PAY-88bb08a5ef,ADDR-d040b8923f,normal,,,105.79.121.222,False
CUST-cd8b747cfc,2025-03-01 02:07:28.400260,DEV-fc4cf4beda,PAY-6f5b114b19,ADDR-be1edb95bd,normal,,,205.90.211.7,False
CUST-df78b494d8,2025-03-10 20:23:44.803894,DEV-890506126f,PAY-3c5d0863fb,ADDR-c0d4be4aba,normal,,,86.210.127.69,False
CUST-7dd440235f,2025-02-27 04:12:47.613817,DEV-ad082a648d,PAY-a3116c879c,ADDR-48d281c110,normal,,,180.55.195.224,False
CUST-38d0a85dd2,2024-12-19 10:07:01.733246,DEV-183daa3c20,PAY-d84d51f35d,ADDR-583314458e,normal,,,121.113.102.210,False
CUST-c1ffe868f1,2026-05-12 18:48:27.430146,DEV-78965e3f06,PAY-4ee6db117e,ADDR-63b474c569,normal,,,90.156.116.58,False
CUST-b7d17dfd9d,2024-12-10 16:50:27.544601,DEV-00a1ddeda8,PAY-092a4b84cc,ADDR-5167b1e3b7,normal,,,50.204.168.72,False
CUST-c30cb681ce,2026-04-11 11:02:54.536830,DEV-da65d57d9f,PAY-4745702409,ADDR-41de57c36f,normal,,,198.142.179.165,False
CUST-680f793ead,2025-09-17 22:42:04.561695,DEV-acda92b961,PAY-59cc82e9af,ADDR-a29ead8921,normal,,,174.169.14.30,False
CUST-25dfb66d12,2026-04-18 19:19:32.762114,DEV-a4a738042b,PAY-d9842470e6,ADDR-62da77d77e,normal,,,67.91.135.10,False
CUST-a4674d085c,2025-01-28 18:21:42.465944,DEV-80edbe4c9d,PAY-07d8c461c6,ADDR-6a96e927dd,normal,,,112.176.160.112,False
CUST-90e3611346,2025-11-12 23:52:41.611952,DEV-8328591ce5,PAY-9163e9bc5a,ADDR-f3f4fac4f2,normal,,,131.59.197.231,False
CUST-e47379563a,2025-10-26 20:16:02.828743,DEV-406c03c2ee,PAY-233c3cabbc,ADDR-6150eb3a6e,normal,,,66.22.223.1,False
CUST-4fe79b560a,2025-09-24 00:48:47.389253,DEV-d92f4eeabe,PAY-bbf30e0591,ADDR-69280fd4a4,normal,,,207.100.186.111,False
CUST-bc3ed7f445,2025-01-06 12:21:21.885880,DEV-99a74b35f1,PAY-ea023a7bb5,ADDR-b6b895c57e,normal,,,171.169.160.170,False
CUST-0dfcba96c9,2026-04-02 00:01:13.166472,DEV-5d5948c7ba,PAY-575bbf8853,ADDR-d47793c0a6,normal,,,185.153.158.171,False
CUST-8fc9f309a3,2025-07-21 11:01:40.289421,DEV-4b89e9ec1e,PAY-5537d8960f,ADDR-fd9a1b4af5,normal,,,104.151.65.50,False
CUST-52b0726c76,2025-07-28 10:31:20.114790,DEV-fdc50b621f,PAY-debb87c6c8,ADDR-0fe008c802,normal,,,98.89.154.104,False
CUST-4a1cf29b25,2025-10-10 06:08:07.849441,DEV-5ffe65ab24,PAY-d66eac1526,ADDR-18c6bfd4a2,normal,,,1.155.146.54,False
CUST-1cd8c549ec,2025-08-02 21:43:32.636131,DEV-9b4b0e9f97,PAY-9144f58750,ADDR-56257b6508,normal,,,149.164.238.114,False
CUST-7c2ff9e8eb,2025-08-10 00:15:09.256103,DEV-da2bcd07f9,PAY-5a968552ad,ADDR-8001dad7f5,normal,,,55.242.86.169,False
CUST-eabc022198,2025-01-15 02:19:07.601996,DEV-5bee73a214,PAY-2c38d094c0,ADDR-e70633c69f,normal,,,132.171.47.210,False
CUST-aa03f0ef21,2026-06-01 04:59:14.313983,DEV-e5e78f9d37,PAY-e27199fb99,ADDR-826d009c7b,normal,,,61.158.115.207,False
CUST-a81e4a2009,2025-03-22 07:06:34.362607,DEV-269703661f,PAY-6b520362e4,ADDR-7b85c94513,normal,,,7.23.125.252,False
CUST-e69de96c24,2025-08-29 02:29:40.701352,DEV-3670d15d9e,PAY-2d32a38f17,ADDR-b6ceadfb4a,normal,,,218.37.233.107,False
CUST-17b4bcc1f3,2026-04-24 01:45:30.557421,DEV-7268b3c8d8,PAY-0d43839f61,ADDR-3d3a3a0415,normal,,,148.99.196.127,False
CUST-f2bd795b4b,2025-07-16 09:34:34.257117,DEV-d11a2cca10,PAY-9c6b284d4b,ADDR-028745fa93,normal,,,38.2.54.200,False
CUST-d83c20b30d,2025-07-31 03:49:53.439702,DEV-a5b4b5e1ec,PAY-80c03fc983,ADDR-9f65be4bb3,normal,,,46.237.25.143,False
CUST-491aa552da,2025-04-20 06:51:33.458958,DEV-8641c4f746,PAY-3f5d698db0,ADDR-773db04b15,normal,,,218.62.233.35,False
CUST-583c1b7106,2026-03-06 00:29:06.351117,DEV-7d464dad42,PAY-f26b138a6e,ADDR-5ee959f11f,normal,,,171.162.226.157,False
CUST-ab6550ea31,2026-03-13 21:19:49.533172,DEV-efa29fef80,PAY-239651996f,ADDR-92c8757f4f,normal,,,130.218.228.230,False
CUST-702a64db8d,2025-02-27 03:39:29.819583,DEV-b0a221802c,PAY-7bb0949d0a,ADDR-c660881853,normal,,,221.243.230.67,False
CUST-f806c23bee,2026-02-05 06:41:24.810760,DEV-e7df10c6cb,PAY-2b5c316283,ADDR-19af9af439,normal,,,216.141.248.161,False
CUST-eb5eb444cb,2025-04-14 12:33:37.884845,DEV-94e8f8c43f,PAY-9f83318003,ADDR-bf5eaf13d4,normal,,,113.39.146.61,False
CUST-ff9cac4e28,2025-05-03 07:45:11.260851,DEV-24dfa69344,PAY-b538719743,ADDR-889fafa349,normal,,,82.41.70.39,False
CUST-4486c4badf,2025-04-09 21:36:34.280290,DEV-6ac4688ea0,PAY-82e41f6da7,ADDR-ad45c3ccd6,normal,,,178.78.109.17,False
CUST-6c178ba94e,2025-07-25 05:00:15.413046,DEV-c15ae2483f,PAY-75eab0d611,ADDR-bb154ad7c6,normal,,,85.238.212.16,False
CUST-4e66085273,2025-03-26 18:10:14.436092,DEV-2e06f937ad,PAY-aa3eb1cb73,ADDR-6a05971882,normal,,,108.199.10.220,False
CUST-8c466f60b6,2026-04-20 21:36:18.448714,DEV-bdee20e162,PAY-52e7641c55,ADDR-26b593eb2f,normal,,,148.194.244.2,False
CUST-26bdb4a196,2026-05-26 20:20:17.058135,DEV-86e9dad54a,PAY-77c45f97c6,ADDR-e9b97956b5,normal,,,77.199.214.138,False
CUST-55a4744969,2026-02-02 19:28:39.850028,DEV-3214926f33,PAY-55010ccc59,ADDR-557ec29a5c,normal,,,140.112.249.57,False
CUST-75a9eba9ce,2025-05-04 00:42:32.732144,DEV-93ca4eb23c,PAY-b1d5da5576,ADDR-97bef881ec,normal,,,125.14.199.87,False
CUST-4c4ea252a5,2025-12-19 06:40:04.195834,DEV-9ad5879647,PAY-168738c730,ADDR-bcc60977cc,normal,,,205.207.84.216,False
CUST-7ce74a53d6,2025-08-24 14:51:12.649436,DEV-f5415e8daf,PAY-68fe33c1ef,ADDR-176e5ab0c3,normal,,,33.13.201.152,False
CUST-09b35806a0,2025-10-19 18:47:27.586004,DEV-afbbd7054c,PAY-b6dde43783,ADDR-77641a044e,normal,,,7.42.219.35,False
CUST-6d37d9a060,2026-04-12 21:45:59.174460,DEV-f8d066ad38,PAY-53fc21ee6a,ADDR-d59ef87a2d,normal,,,47.25.133.98,False
CUST-fc58ebf302,2025-06-04 12:53:33.575360,DEV-0bf4e31226,PAY-7e62047663,ADDR-8952af4991,normal,,,117.167.172.195,False
CUST-a521d14a69,2026-04-20 07:28:38.083736,DEV-bd2fa0076d,PAY-5addf04048,ADDR-d772c0a158,normal,,,72.215.129.214,False
CUST-6899a320ba,2025-01-13 10:10:08.437641,DEV-6f62a7f930,PAY-7eed495cbc,ADDR-b58d7d759b,normal,,,5.26.179.58,False
CUST-1e5afd550e,2025-12-08 10:24:08.351281,DEV-356a338ac5,PAY-4d76ff86de,ADDR-e4ae3bf276,normal,,,200.20.15.244,False
CUST-56f5861f7d,2025-04-19 04:14:55.639219,DEV-abacfdf656,PAY-163cd1011c,ADDR-99b9138774,normal,,,215.10.78.62,False
CUST-824d73af96,2025-02-08 01:58:00.000667,DEV-4428dd0e59,PAY-71d30c0e0e,ADDR-4e303cfa14,normal,,,172.58.111.120,False
CUST-fa853a32eb,2026-01-05 23:45:54.865571,DEV-6863a70170,PAY-1ff6f68e54,ADDR-07b34ff598,normal,,,197.188.85.156,False
CUST-14453da4e1,2025-11-13 14:18:40.230390,DEV-7f5cc77f0e,PAY-4beb72b583,ADDR-2f9effeca8,normal,,,192.58.83.247,False
CUST-a011533104,2025-05-26 02:11:48.576272,DEV-0928e9bf21,PAY-542cd4b3a7,ADDR-685a015312,normal,,,149.13.159.148,False
CUST-639c4b7419,2025-12-24 04:25:04.433064,DEV-d4167c8e94,PAY-baef3889c1,ADDR-ec786564cb,normal,,,97.203.101.20,False
CUST-bb7e605a8c,2025-11-04 19:47:30.767741,DEV-9eff4b03c7,PAY-48d7ba3033,ADDR-2240e5d64e,normal,,,213.124.52.179,False
CUST-63ecf5164e,2026-02-17 06:23:39.758216,DEV-01af1ad3cd,PAY-b8df4e657b,ADDR-894b36be9e,normal,,,218.61.21.89,False
CUST-ea5e93b93a,2025-10-01 11:01:40.543805,DEV-185c64c501,PAY-dacb8d6d7a,ADDR-9196458d9c,normal,,,170.189.35.130,False
CUST-cf8b87dce9,2025-12-06 22:15:39.810144,DEV-fe3843e89d,PAY-336d74f3b3,ADDR-f43be456e1,normal,,,4.215.250.28,False
CUST-fd55a988bd,2025-08-05 00:14:28.265366,DEV-761278765d,PAY-17f82c05d8,ADDR-7a8821a505,normal,,,93.235.78.112,False
CUST-4101f868e2,2025-03-08 23:35:57.160507,DEV-c8b25f5845,PAY-aafc48f345,ADDR-849ca0155f,normal,,,134.138.247.120,False
CUST-ac45b1dec8,2025-08-06 04:44:35.357216,DEV-512a3bab9d,PAY-323c330b67,ADDR-5a6c0cbe6a,normal,,,188.137.165.219,False
CUST-1cb07fb6e7,2025-04-18 03:24:03.131013,DEV-c6718311a4,PAY-3bfd9b0815,ADDR-d6ae7781f6,normal,,,23.142.230.63,False
CUST-40b7c7733b,2026-02-04 12:37:06.284165,DEV-d5df3da9fc,PAY-aa1fd57a13,ADDR-40f41a6c0a,normal,,,146.194.172.8,False
CUST-8c4781e594,2025-09-09 04:52:59.427289,DEV-366f3cb5f2,PAY-075f9715d5,ADDR-6782808531,normal,,,84.93.249.55,False
CUST-41547159d0,2025-06-20 10:38:51.827939,DEV-b2df47bc8d,PAY-a7f91c8828,ADDR-5f18ffbeac,normal,,,67.174.143.226,False
CUST-00c0023237,2025-11-07 04:10:11.965075,DEV-d56b8ea564,PAY-89927068a4,ADDR-6a54b0726b,normal,,,71.5.97.22,False
CUST-6945b6135f,2025-04-15 17:53:01.233524,DEV-720f95dff9,PAY-c7e4f5ebcd,ADDR-5d25f5e44e,normal,,,105.250.123.177,False
CUST-7e0093d892,2025-08-29 15:47:23.522844,DEV-07fc89eb35,PAY-941a915f73,ADDR-33a689b53c,normal,,,183.251.229.203,False
CUST-fa86ff59a3,2024-12-06 23:36:44.394858,DEV-0fd1728a82,PAY-d8d69d02be,ADDR-cb4310f56f,normal,,,76.113.207.178,False
CUST-381dd12547,2025-04-16 20:58:06.806033,DEV-b3efce6408,PAY-8d46329307,ADDR-48c7b9260d,normal,,,170.188.242.142,False
CUST-b2e73ec580,2025-09-30 09:41:28.158726,DEV-b2cb4ae0e9,PAY-f837aa7bb7,ADDR-ca3df03505,normal,,,109.169.180.180,False
CUST-8550a845e5,2025-08-16 17:14:39.021388,DEV-5fec8e3873,PAY-5178a89050,ADDR-cbb5cc724c,normal,,,79.128.118.31,False
CUST-d057c7952c,2026-01-18 14:58:01.445185,DEV-cef74e9b1e,PAY-3aaaa5d9a4,ADDR-66c6be5d93,normal,,,81.61.94.50,False
CUST-34f8309901,2025-04-01 06:52:51.440711,DEV-0484486267,PAY-6beb3578b9,ADDR-4c9e34becf,normal,,,124.141.144.252,False
CUST-83834f15b8,2025-01-24 04:54:38.872907,DEV-db55c2d25e,PAY-b8d2cb46a8,ADDR-199db97547,normal,,,50.151.116.93,False
CUST-520965319c,2025-03-10 21:31:10.887789,DEV-d498a1ad27,PAY-f8d9884639,ADDR-03f47b1343,normal,,,4.64.140.12,False
CUST-054668616a,2026-06-14 02:48:08.505373,DEV-e43b77027f,PAY-325db813c0,ADDR-e07feaacc9,normal,,,142.149.64.164,False
CUST-5eb1c479cf,2026-04-13 20:08:12.469797,DEV-75aef23ae6,PAY-f4ca13861a,ADDR-46394e0a0a,normal,,,126.52.6.147,False
CUST-f860d78a28,2025-05-10 15:10:45.443632,DEV-e264abcb21,PAY-d9cd8c201c,ADDR-b9e3839b01,normal,,,123.225.174.48,False
CUST-282e4c021e,2026-06-09 00:33:18.896579,DEV-32312bf3a9,PAY-16912957db,ADDR-b57557c1fb,normal,,,65.244.58.211,False
CUST-6db6b0ba07,2025-01-03 20:00:44.547636,DEV-48176ba1af,PAY-efbb6fc1a9,ADDR-4f6a65bc9f,normal,,,126.37.27.39,False
CUST-764fc2bbc1,2025-02-21 09:14:58.681845,DEV-02c0900d20,PAY-e8c34c4a38,ADDR-a2e860322c,normal,,,145.155.43.64,False
CUST-33f19a0251,2025-02-03 14:00:10.470566,DEV-7f0b120fe3,PAY-21d6b3a24e,ADDR-222f85ef7d,normal,,,196.213.115.199,False
CUST-28db0dcaef,2025-09-25 13:40:04.613410,DEV-8c540d26a6,PAY-aac743bf57,ADDR-4be1906fe7,normal,,,116.226.152.221,False
CUST-05f34095cc,2025-11-02 18:08:43.179606,DEV-bf1b1df784,PAY-3c9df5408b,ADDR-a3ab0c60ff,normal,,,110.156.30.157,False
CUST-d03eb0b1a2,2026-06-05 21:40:17.656417,DEV-2129acb800,PAY-7baf1507d3,ADDR-56758a7739,normal,,,26.106.108.68,False
CUST-7d29fb5b38,2025-12-14 09:18:33.819914,DEV-d53c25f289,PAY-9b4a28fcd8,ADDR-192786a929,normal,,,41.122.88.142,False
CUST-1c9f4981ab,2025-01-09 11:06:05.105702,DEV-d3f8b30468,PAY-875e870c88,ADDR-b63ec32c76,normal,,,1.209.230.177,False
CUST-bdacb95d52,2025-11-05 19:36:01.322573,DEV-1108ad5a64,PAY-21c58d8162,ADDR-1021c4d028,normal,,,75.16.118.74,False
CUST-3b22708230,2026-01-10 07:51:29.563197,DEV-bf89570f86,PAY-9f2dfebcb0,ADDR-e045a67c69,normal,,,180.232.36.176,False
CUST-cc8e7172b9,2025-04-11 03:39:25.957439,DEV-b130c9542b,PAY-a1be87e7db,ADDR-237f2abc68,normal,,,68.101.217.30,False
CUST-83428796e6,2025-10-08 07:14:19.732424,DEV-290e420d38,PAY-62370643aa,ADDR-192da4b26a,normal,,,166.76.136.212,False
CUST-3f06529ce2,2025-02-17 08:30:55.521091,DEV-f5ab94809c,PAY-9a3ec53ee4,ADDR-272bd6069c,normal,,,16.84.157.153,False
CUST-fff84e4f07,2026-02-03 15:30:59.421166,DEV-8ea2c1f6f0,PAY-d4b891b22d,ADDR-35845c38a4,normal,,,146.147.224.32,False
CUST-2f62771fd5,2025-08-25 09:01:37.181847,DEV-4aca6bf029,PAY-fba17b9004,ADDR-9659eeb841,normal,,,78.206.139.129,False
CUST-dc94c1a355,2025-10-05 15:35:01.657903,DEV-688ce8917f,PAY-a3899ad703,ADDR-d0092b20ce,normal,,,113.41.20.228,False
CUST-da52fdfc20,2025-08-04 03:28:13.141841,DEV-aa5f7189d3,PAY-76acc844a8,ADDR-baca78884e,normal,,,83.128.13.24,False
