customer_id,segment,ring_id,is_reseller,is_loyal_bulk
CUST-f78f893d44,normal,,0,0
CUST-36a8b9774f,normal,,0,0
CUST-252ce750ec,normal,,0,0
CUST-134ced4c44,normal,,0,0
CUST-e51657bc47,normal,,0,0
CUST-3d99dab5ad,normal,,0,0
CUST-50846890fc,normal,,0,0
CUST-3d34c69a4c,normal,,0,0
CUST-d01c19f926,normal,,0,0
CUST-f92a82ba88,normal,,0,0
CUST-a1cdfabd1b,normal,,0,0
CUST-4c001ab7e1,normal,,0,0
CUST-9b23d82777,normal,,0,0
CUST-1e1787fcf3,normal,,0,0
CUST-80702a7641,normal,,0,0
CUST-3a5020f549,normal,,0,0
CUST-e2c4c10b36,normal,,0,0
CUST-37b682b2b3,normal,,0,0
CUST-1cae21a7c3,normal,,0,0
CUST-a5f95f44c4,normal,,0,0
CUST-a7023b8b9d,normal,,0,0
CUST-c967993e80,normal,,0,0
CUST-d257824a95,normal,,0,0
CUST-f8ff4896f4,normal,,0,0
CUST-5ece65bc6b,normal,,0,0
CUST-2909b18854,normal,,0,0
CUST-d503e72e2b,normal,,0,0
CUST-7544e9638d,normal,,0,0
CUST-78f2ae92d2,normal,,0,0
CUST-4800b16744,normal,,0,0
CUST-f433569cd3,normal,,0,0
CUST-a1aeb42f8c,normal,,0,0
CUST-d4d8443db4,normal,,0,0
CUST-0ab62a8ae7,normal,,0,0
CUST-d2c8424295,normal,,0,0
CUST-033f3122b2,normal,,0,0
CUST-c6dcb2a3b0,normal,,0,0
CUST-b237fa30b8,normal,,0,0
CUST-a944dda01c,normal,,0,0
CUST-ae9309f3c8,normal,,0,0
CUST-7bc9259b91,normal,,0,0
CUST-5cc7783c48,normal,,0,0
CUST-043b3d9a7d,normal,,0,0
CUST-0fee6aff72,normal,,0,0
CUST-95a0b13964,normal,,0,0
CUST-a7fa87bb7e,normal,,0,0
CUST-c45e1de24a,normal,,0,0
CUST-b78b32ff69,normal,,0,0
CUST-09ccf78597,normal,,0,0
CUST-ad9c0b6784,normal,,0,0
CUST-dd92f993be,normal,,0,0
CUST-1407b9901b,normal,,0,0
CUST-6da4b0b9ec,normal,,0,0
CUST-170b2c118d,normal,,0,0
CUST-315c5c28fd,normal,,0,0
CUST-aa47100e1e,normal,,0,0
CUST-7b490ae492,normal,,0,0
CUST-c0442fe7b1,normal,,0,0
CUST-3aea079724,normal,,0,0
CUST-20c2313d50,normal,,0,0
CUST-6566d40cf8,normal,,0,0
CUST-cb767bb86e,normal,,0,0
CUST-9fb0e5a774,normal,,0,0
CUST-7af985df8c,normal,,0,0
CUST-dbab5c2bda,normal,,0,0
CUST-8f2cefcf64,normal,,0,0
CUST-6d04ef0865,normal,,0,0
CUST-c816cffa9f,normal,,0,0
CUST-c3b17f888b,normal,,0,0
CUST-a01465fd5d,normal,,0,0
CUST-1d2c1a8756,normal,,0,0
CUST-baa46dfd58,normal,,0,0
CUST-d02b611686,normal,,0,0
CUST-ce41ac0415,normal,,0,0
CUST-3585137891,normal,,0,0
CUST-bd486f19bb,normal,,0,0
CUST-2c10799410,normal,,0,0
CUST-db06f76442,normal,,0,0
CUST-76ee2916af,normal,,0,0
CUST-1a4f6222ec,normal,,0,0
CUST-b6759ddf78,normal,,0,0
CUST-24ce1cbd57,normal,,0,0
CUST-a3d26951cd,normal,,0,0
CUST-fa0302b596,normal,,0,0
CUST-d7f262f027,normal,,0,0
CUST-8d75c10b8c,normal,,0,0
CUST-162e48377c,normal,,0,0
CUST-0d0979e3f1,normal,,0,0
CUST-d732ca2498,normal,,0,0
CUST-01d1d85133,normal,,0,0
CUST-0a6225de2b,normal,,0,0
CUST-3955981b0b,normal,,0,0
CUST-b9a7c0a4f2,normal,,0,0
CUST-d9bd162611,normal,,0,0
CUST-a09bc79e27,normal,,0,0
CUST-0a1e398f47,normal,,0,0
CUST-f5baaa3c62,normal,,0,0
CUST-a283e47025,normal,,0,0
CUST-6ea322bf71,normal,,0,0
CUST-571aae6a50,normal,,0,0
CUST-a617949bbc,normal,,0,0
CUST-967984e33f,normal,,0,0
CUST-d00d81d7ef,normal,,0,0
CUST-55d2391917,normal,,0,0
CUST-dc5b941b2a,normal,,0,0
CUST-394c7ec0ec,normal,,0,0
CUST-431ee3c939,normal,,0,0
CUST-85eab5e885,normal,,0,0
CUST-ff776de940,normal,,0,0
CUST-43c529db63,normal,,0,0
CUST-d93db64ce6,normal,,0,0
CUST-d58cf95564,normal,,0,0
CUST-e2a6471036,normal,,0,0
CUST-a220751a03,normal,,0,0
CUST-e4e36a53b4,normal,,0,0
CUST-8c3350bcbb,normal,,0,0
CUST-d4ec134f15,normal,,0,0
CUST-37f43ebf58,normal,,0,0
CUST-33ccfe48f3,normal,,0,0
CUST-6785b9d674,normal,,0,0
CUST-d393839a29,normal,,0,0
CUST-63b9ba779f,normal,,0,0
CUST-cdb5306ee5,normal,,0,0
CUST-10ea0643de,normal,,0,0
CUST-41af290867,normal,,0,0
CUST-a3a261a83b,normal,,0,0
CUST-6ded3135b9,normal,,0,0
CUST-d3bf905229,normal,,0,0
CUST-58cbd94179,normal,,0,0
CUST-f3e95eed38,normal,,0,0
CUST-8175aa0750,normal,,0,0
CUST-b21fc44d91,normal,,0,0
CUST-3251dd4e8d,normal,,0,0
CUST-752946179d,normal,,0,0
CUST-ba104970ba,normal,,0,0
CUST-67f62ff1ce,normal,,0,0
CUST-1c58e7786b,normal,,0,0
CUST-c421d16c89,normal,,0,0
CUST-9f2bfa27b5,normal,,0,0
CUST-cc5b37f38d,normal,,0,0
CUST-c46602e567,normal,,0,0
CUST-6891d999d0,normal,,0,0
CUST-e94340523a,normal,,0,0
CUST-3fdd1317d8,normal,,0,0
CUST-6b6a59fc64,normal,,0,0
CUST-556ba3d879,normal,,0,0
CUST-32272ced67,normal,,0,0
CUST-31697d7099,normal,,0,0
CUST-70226da700,normal,,0,0
CUST-d9298c2a62,normal,,0,0
CUST-bd3da4304a,normal,,0,0
CUST-1ebab8bb0c,normal,,0,0
CUST-f61750fcdc,normal,,0,0
CUST-f2b6d726f7,normal,,0,0
CUST-f026bd568b,normal,,0,0
CUST-a1f43f42b1,normal,,0,0
CUST-15dbdc19a4,normal,,0,0
CUST-3b29bb4ae4,normal,,0,0
CUST-d6b13f58d1,normal,,0,0
CUST-cb23fdc410,normal,,0,0
CUST-555635ff22,normal,,0,0
CUST-f8efeaea48,normal,,0,0
CUST-50ea6dbc83,normal,,0,0
CUST-9d28e61a9e,normal,,0,0
CUST-103dbce1f1,normal,,0,0
CUST-3b8b9ab353,normal,,0,0
CUST-66528e9018,normal,,0,0
CUST-4f7d758530,normal,,0,0
CUST-057b672d22,normal,,0,0
CUST-36e2cfa0e4,normal,,0,0
CUST-db52220f1d,normal,,0,0
CUST-6219ee8373,normal,,0,0
CUST-40e6d0758f,normal,,0,0
CUST-b56dd982ba,normal,,0,0
CUST-415e5dc814,normal,,0,0
CUST-db8b573c4a,normal,,0,0
CUST-51ab577f3f,normal,,0,0
CUST-0e24094141,normal,,0,0
CUST-6105ea52e9,normal,,0,0
CUST-a4a38076ae,normal,,0,0
CUST-e3456272d5,normal,,0,0
CUST-be04ae46b9,normal,,0,0
CUST-a208193b2f,normal,,0,0
CUST-8393ce053e,normal,,0,0
CUST-58fd3865e3,normal,,0,0
CUST-d7a69a61f4,normal,,0,0
CUST-cc59d4c171,normal,,0,0
CUST-07053377ae,normal,,0,0
CUST-c114d27e10,normal,,0,0
CUST-6cdca3f71a,normal,,0,0
CUST-602a648f0f,normal,,0,0
CUST-a17fbc352a,normal,,0,0
CUST-b392e030ac,normal,,0,0
CUST-bfc24140a7,normal,,0,0
CUST-be28669c41,normal,,0,0
CUST-b3cb13b753,normal,,0,0
CUST-9271522d99,normal,,0,0
CUST-35b8b95393,normal,,0,0
CUST-f686537d52,normal,,0,0
CUST-064d1b4c1e,normal,,0,0
CUST-09c883b603,normal,,0,0
CUST-5bb54dda7a,normal,,0,0
CUST-7efe28dcb7,normal,,0,0
CUST-696ba2165c,normal,,0,0
CUST-64f789a552,normal,,0,0
CUST-08cd28f92e,normal,,0,0
CUST-5d6fc3cd23,normal,,0,0
CUST-4c1075755c,normal,,0,0
CUST-13bfde0851,normal,,0,0
CUST-e77a967bef,normal,,0,0
CUST-8b01365cb9,normal,,0,0
CUST-b246ffd741,normal,,0,0
CUST-6c48879a6c,normal,,0,0
CUST-14677bfe34,normal,,0,0
CUST-30d820ad93,normal,,0,0
CUST-8ef519e14c,normal,,0,0
CUST-160ba23417,normal,,0,0
CUST-e3c4d2c1c6,normal,,0,0
CUST-2a49897116,normal,,0,0
CUST-0af393b245,normal,,0,0
CUST-293f223f44,normal,,0,0
CUST-035b529ad6,normal,,0,0
CUST-f7eae2670f,normal,,0,0
CUST-eb4f181f2f,normal,,0,0
CUST-de7042294d,normal,,0,0
CUST-9d1263dd11,normal,,0,0
CUST-f55d5a0767,normal,,0,0
CUST-15cde6f6d7,normal,,0,0
CUST-44b1461f92,normal,,0,0
CUST-dd88a56011,normal,,0,0
CUST-a5d535c150,normal,,0,0
CUST-1fed534d91,normal,,0,0
CUST-c670cdab47,normal,,0,0
CUST-676a46d912,normal,,0,0
CUST-ee7a674503,normal,,0,0
CUST-fe60c5a40a,normal,,0,0
CUST-99f41462b4,normal,,0,0
CUST-a1ee329d3d,normal,,0,0
CUST-d81867e7ec,normal,,0,0
CUST-8460c0db89,normal,,0,0
CUST-2880b9d1cd,normal,,0,0
CUST-d48befe654,normal,,0,0
CUST-bbace3d233,normal,,0,0
CUST-f5e626cb16,normal,,0,0
CUST-73f5bf80cd,normal,,0,0
CUST-b693b9063d,normal,,0,0
CUST-2b402e7ef4,normal,,0,0
CUST-1b3e0f2d81,normal,,0,0
CUST-53fa500dd6,normal,,0,0
CUST-e65a9ad6ab,normal,,0,0
CUST-871eefc534,normal,,0,0
CUST-d034ac709c,normal,,0,0
CUST-50b25ccb15,normal,,0,0
CUST-e4eac9c3c5,normal,,0,0
CUST-3010fad976,normal,,0,0
CUST-2418f5f37e,normal,,0,0
CUST-d9f1fcb5be,normal,,0,0
CUST-af0f71c545,normal,,0,0
CUST-47b0dc42db,normal,,0,0
CUST-f763590c5b,normal,,0,0
CUST-3f7f62a69e,normal,,0,0
CUST-d40d2e872d,normal,,0,0
CUST-049c5a089f,normal,,0,0
CUST-ce4cdf9478,normal,,0,0
CUST-9cb81824c1,normal,,0,0
CUST-99622ccf55,normal,,0,0
CUST-22a2a51ed7,normal,,0,0
CUST-f24150a836,normal,,0,0
CUST-3700dab2c2,normal,,0,0
CUST-0c434c7ce1,normal,,0,0
CUST-af82a8a795,normal,,0,0
CUST-708d614a88,normal,,0,0
CUST-e73f86602b,normal,,0,0
CUST-af69091753,normal,,0,0
CUST-519d890b58,normal,,0,0
CUST-520816940f,normal,,0,0
CUST-d030eaaf71,normal,,0,0
CUST-0caf1bfcb4,normal,,0,0
CUST-f1ca706131,normal,,0,0
CUST-6d200086aa,normal,,0,0
CUST-ba7f95c87e,normal,,0,0
CUST-ccb7389022,normal,,0,0
CUST-8832ad61bb,normal,,0,0
CUST-322365b75b,normal,,0,0
CUST-3d1b7fb3bf,normal,,0,0
CUST-edaecb2e42,normal,,0,0
CUST-1b90de2426,normal,,0,0
CUST-ca45e6213d,normal,,0,0
CUST-657197e778,normal,,0,0
CUST-987f436788,normal,,0,0
CUST-031a8eb8b7,normal,,0,0
CUST-b3a67f243f,normal,,0,0
CUST-50c2edb79e,normal,,0,0
CUST-0cabd9060c,normal,,0,0
CUST-dc061fa54c,normal,,0,0
CUST-a5a2879898,normal,,0,0
CUST-c32873dbfa,normal,,0,0
CUST-08a53e27ac,normal,,0,0
CUST-ecb775739b,normal,,0,0
CUST-b1dae8f692,normal,,0,0
CUST-76af66ee81,normal,,0,0
CUST-590e5dc85a,normal,,0,0
CUST-ae0c53c9fa,normal,,0,0
CUST-d896f60e51,normal,,0,0
CUST-18735d004a,normal,,0,0
CUST-4d4e369db2,normal,,0,0
CUST-7c09d7d4a2,normal,,0,0
CUST-54181e4240,normal,,0,0
CUST-bc31e436da,normal,,0,0
CUST-093c889753,normal,,0,0
CUST-19bdee6c84,normal,,0,0
CUST-fd20d00633,normal,,0,0
CUST-e871110e63,normal,,0,0
CUST-6508cae0fe,normal,,0,0
CUST-edb84cd8cb,normal,,0,0
CUST-bc2e4f4eb6,normal,,0,0
CUST-5bdb880fe7,normal,,0,0
CUST-388ddac3b8,normal,,0,0
CUST-eefa4152de,normal,,0,0
CUST-9ac902bd88,normal,,0,0
CUST-f0feaf327c,normal,,0,0
CUST-8aa8a2677d,normal,,0,0
CUST-8253b73830,normal,,0,0
CUST-af7ea0c29d,normal,,0,0
CUST-ad50c87035,normal,,0,0
CUST-f025da6330,normal,,0,0
CUST-1787dc8497,normal,,0,0
CUST-b6704ccc66,normal,,0,0
CUST-705e5b1982,normal,,0,0
CUST-aa15312117,normal,,0,0
CUST-4cbb429919,normal,,0,0
CUST-564f804944,normal,,0,0
CUST-ead9bf3e30,normal,,0,0
CUST-0448468866,normal,,0,0
CUST-b4fc31c79c,normal,,0,0
CUST-f685a66540,normal,,0,0
CUST-49751b00b5,normal,,0,0
CUST-f4ee85f655,normal,,0,0
CUST-49932062e1,normal,,0,0
CUST-257f3fb044,normal,,0,0
CUST-a519b313d9,normal,,0,0
CUST-bf0ed75ce3,normal,,0,0
CUST-3d31a32da4,normal,,0,0
CUST-525bdc1535,normal,,0,0
CUST-ad65ca4f47,normal,,0,0
CUST-2d372b1a88,normal,,0,0
CUST-947beecdbe,normal,,0,0
CUST-a2873774e6,normal,,0,0
CUST-d2d7647905,normal,,0,0
CUST-ef0f0bc71a,normal,,0,0
CUST-2d1befe94c,normal,,0,0
CUST-84289cbff0,normal,,0,0
CUST-5345f54827,normal,,0,0
CUST-ce04449b24,normal,,0,0
CUST-beed1ba0ec,normal,,0,0
CUST-0eb02fb480,normal,,0,0
CUST-110cc2696f,normal,,0,0
CUST-d1d8169dcb,normal,,0,0
CUST-ac6c0b6ee5,normal,,0,0
CUST-ec5ea3099f,normal,,0,0
CUST-d22b0ad757,normal,,0,0
CUST-ff8c8efd7f,normal,,0,0
CUST-a62b8f007c,normal,,0,0
CUST-ed0469c07a,normal,,0,0
CUST-49ace31e85,normal,,0,0
CUST-b2d2eb47a9,normal,,0,0
CUST-6e2c86ac88,normal,,0,0
CUST-5eebbd6142,normal,,0,0
CUST-d0d2a18ac5,normal,,0,0
CUST-8575858064,normal,,0,0
CUST-2e5345bab8,normal,,0,0
CUST-b60a83dcf1,normal,,0,0
CUST-d965540415,normal,,0,0
CUST-1361fa1f01,normal,,0,0
CUST-971b9e4d45,normal,,0,0
CUST-1e9c2d170c,normal,,0,0
CUST-8e1c8e14cf,normal,,0,0
CUST-26ce0fbb02,normal,,0,0
CUST-7ebdb61987,normal,,0,0
CUST-ad48836474,normal,,0,0
CUST-193f82a229,normal,,0,0
CUST-d8183ceacb,normal,,0,0
CUST-e4b151a94e,normal,,0,0
CUST-1884a23b01,normal,,0,0
CUST-aab5a28ed7,normal,,0,0
CUST-60915ad0dd,normal,,0,0
CUST-534385abc3,normal,,0,0
CUST-e87e157be7,normal,,0,0
CUST-e696f9534a,normal,,0,0
CUST-6e1885214b,normal,,0,0
CUST-bebed6f2d4,normal,,0,0
CUST-e6b458df98,normal,,0,0
CUST-9305f3b4ad,normal,,0,0
CUST-e39ffc4ec1,normal,,0,0
CUST-a1eff7c5b1,normal,,0,0
CUST-de8a833e2c,normal,,0,0
CUST-de410bc661,normal,,0,0
CUST-a0964fe31d,normal,,0,0
CUST-70187cb463,normal,,0,0
CUST-c4b3fd30d3,normal,,0,0
CUST-9d5dbf97bb,normal,,0,0
CUST-d354c305fc,normal,,0,0
CUST-44ee8a1a82,normal,,0,0
CUST-a0f2e31559,normal,,0,0
CUST-f819e6d2c7,normal,,0,0
CUST-a6eb4f6768,normal,,0,0
CUST-72ccd1d725,normal,,0,0
CUST-4d67acd100,normal,,0,0
CUST-f13a8eb272,normal,,0,0
CUST-f53bdf0460,normal,,0,0
CUST-30366160dc,normal,,0,0
CUST-91109c6fe9,normal,,0,0
CUST-cc02dc96c1,normal,,0,0
CUST-e8af68574c,normal,,0,0
CUST-6724649930,normal,,0,0
CUST-773a2bd02f,normal,,0,0
CUST-45b78b61cc,normal,,0,0
CUST-3567551ffe,normal,,0,0
CUST-86e2912eb0,normal,,0,0
CUST-50acb30ae2,normal,,0,0
CUST-3963428b63,normal,,0,0
CUST-ea62ffc859,normal,,0,0
CUST-9f03b1c8ae,normal,,0,0
CUST-4e70a9f98b,normal,,0,0
CUST-d9569e7fde,normal,,0,0
CUST-88def002a0,normal,,0,0
CUST-5165e4bd32,normal,,0,0
CUST-2cdf2fcaa5,normal,,0,0
CUST-fe3a29d771,normal,,0,0
CUST-acd9b21005,normal,,0,0
CUST-8e849e1749,normal,,0,0
CUST-e39bbb0c6e,normal,,0,0
CUST-531e8f88ab,normal,,0,0
CUST-2f96d7fd7b,normal,,0,0
CUST-c5f1698375,normal,,0,0
CUST-3acc8a1deb,normal,,0,0
CUST-91c6442415,normal,,0,0
CUST-77e7e98730,normal,,0,0
CUST-16de0e9f50,normal,,0,0
CUST-2657962ecf,normal,,0,0
CUST-036d6c1cea,normal,,0,0
CUST-11b881ef06,normal,,0,0
CUST-ee307a6eef,normal,,0,0
CUST-25c9b91da7,normal,,0,0
CUST-208c2f81d3,normal,,0,0
CUST-af48d7ff27,normal,,0,0
CUST-06937868e4,normal,,0,0
CUST-784724a720,normal,,0,0
CUST-81404edd1c,normal,,0,0
CUST-00c7d06bbb,normal,,0,0
CUST-6bb6afaef2,normal,,0,0
CUST-8679d3b5fe,normal,,0,0
CUST-bca431aa52,normal,,0,0
CUST-9048a6d960,normal,,0,0
CUST-ef65284c02,normal,,0,0
CUST-ba1cfb8dda,normal,,0,0
CUST-dd05dddddb,normal,,0,0
CUST-48c573e9a3,normal,,0,0
CUST-395471dcc3,normal,,0,0
CUST-86e83dcf6d,normal,,0,0
CUST-86fb61cfc4,normal,,0,0
CUST-08b877737b,normal,,0,0
CUST-fafc42e2f8,normal,,0,0
CUST-7f9e77b86e,normal,,0,0
CUST-3d555d4fe7,normal,,0,0
CUST-9f2a51d10f,normal,,0,0
CUST-9e8ab505be,normal,,0,0
CUST-f686ed7e2a,normal,,0,0
CUST-17d8245599,normal,,0,0
CUST-55dbfc4fbc,normal,,0,0
CUST-bd571b3a75,normal,,0,0
CUST-032654f891,normal,,0,0
CUST-3e5018e793,normal,,0,0
CUST-d74769fbf8,normal,,0,0
CUST-d5d440a802,normal,,0,0
CUST-798b9580c5,normal,,0,0
CUST-391c62a72f,normal,,0,0
CUST-6bbad3d3ef,normal,,0,0
CUST-00da764243,normal,,0,0
CUST-cfbfadc795,normal,,0,0
CUST-4eb124e63b,normal,,0,0
CUST-a9e414d8d6,normal,,0,0
CUST-b838ce1cff,normal,,0,0
CUST-f672763c9d,normal,,0,0
CUST-c40279d3d0,normal,,0,0
CUST-54e7fc40fe,normal,,0,0
CUST-47e99e9542,normal,,0,0
CUST-06227e2ce1,normal,,0,0
CUST-f94791b87b,normal,,0,0
CUST-63bd65d107,normal,,0,0
CUST-db5a912d29,normal,,0,0
CUST-4d55e7abb5,normal,,0,0
CUST-4ad134f254,normal,,0,0
CUST-3f8a1e3f17,normal,,0,0
CUST-cf0bb4f83a,normal,,0,0
CUST-b1d2eefba5,normal,,0,0
CUST-f338fe2071,normal,,0,0
CUST-3b048497dc,normal,,0,0
CUST-d5a5e4f742,normal,,0,0
CUST-e92e28738b,normal,,0,0
CUST-52cf67cf87,normal,,0,0
CUST-9660ed092c,normal,,0,0
CUST-8fb8563a35,normal,,0,0
CUST-35f88686cd,normal,,0,0
CUST-b458007b51,normal,,0,0
CUST-72cfb50e96,normal,,0,0
CUST-f6cdc48377,normal,,0,0
CUST-634cc470a0,normal,,0,0
CUST-9a641654cf,normal,,0,0
CUST-8f24aa5e3d,normal,,0,0
CUST-009eb5a6ef,normal,,0,0
CUST-b427884255,normal,,0,0
CUST-4fa66775fe,normal,,0,0
CUST-07f30ae6c3,normal,,0,0
CUST-130d18361f,normal,,0,0
CUST-0bb20c9033,normal,,0,0
CUST-0c0060ce6e,normal,,0,0
CUST-6b39b60096,normal,,0,0
CUST-d03cd5ae43,normal,,0,0
CUST-0cfa62ba77,normal,,0,0
CUST-584e34622e,normal,,0,0
CUST-261218e269,normal,,0,0
CUST-258c5b1866,normal,,0,0
CUST-1e2cacfa4c,normal,,0,0
CUST-edb0137a63,normal,,0,0
CUST-15cc2005bd,normal,,0,0
CUST-934ad0d5b1,normal,,0,0
CUST-831e3c8822,normal,,0,0
CUST-9c954f6dcb,normal,,0,0
CUST-e802d92f78,normal,,0,0
CUST-f2140596de,normal,,0,0
CUST-636b74e3f2,normal,,0,0
CUST-4ea977d35a,normal,,0,0
CUST-5609ce6c07,normal,,0,0
CUST-07c8c7340d,normal,,0,0
CUST-a9a28113be,normal,,0,0
CUST-34be9a6824,normal,,0,0
CUST-7026e15e04,normal,,0,0
CUST-e7849be306,normal,,0,0
CUST-e51ae95de7,normal,,0,0
CUST-75f86eda66,normal,,0,0
CUST-23772cdd29,normal,,0,0
CUST-14ff3648ad,normal,,0,0
CUST-f4fe8aeaa5,normal,,0,0
CUST-4fa1ac72da,normal,,0,0
CUST-92e0956b3c,normal,,0,0
CUST-89ebf11efe,normal,,0,0
CUST-45ce839437,normal,,0,0
CUST-8e8d39168e,normal,,0,0
CUST-8d07db1425,normal,,0,0
CUST-8ba2b1d534,normal,,0,0
CUST-e4aaba5873,normal,,0,0
CUST-2b2c420f0e,normal,,0,0
CUST-4dcbaaa59c,normal,,0,0
CUST-ea76b008b9,normal,,0,0
CUST-a58c659862,normal,,0,0
CUST-468e3e0d89,normal,,0,0
CUST-47a198d1e3,normal,,0,0
CUST-693e587819,normal,,0,0
CUST-3081b49d4a,normal,,0,0
CUST-44fe97225f,normal,,0,0
CUST-53efc32093,normal,,0,0
CUST-855d9258de,normal,,0,0
CUST-add7726aff,normal,,0,0
CUST-ef84798635,normal,,0,0
CUST-6a16adc365,normal,,0,0
CUST-61595f93b3,normal,,0,0
CUST-b94f02d32d,normal,,0,0
CUST-7fb01317b7,normal,,0,0
CUST-76d8fe5892,normal,,0,0
CUST-fff8eb4310,normal,,0,0
CUST-81b3a10000,normal,,0,0
CUST-748b578df7,normal,,0,0
CUST-ac32a20e36,normal,,0,0
CUST-cc175abd11,normal,,0,0
CUST-21c27a0d67,normal,,0,0
CUST-84db24d303,normal,,0,0
CUST-a6b3681408,normal,,0,0
CUST-19130c0046,normal,,0,0
CUST-a7366ce8f7,normal,,0,0
CUST-a8059bef9f,normal,,0,0
CUST-42abd0d98d,normal,,0,0
CUST-d073ed92e2,normal,,0,0
CUST-6331da328a,normal,,0,0
CUST-aaad370322,normal,,0,0
CUST-0b089c0a21,normal,,0,0
CUST-ad594beeeb,normal,,0,0
CUST-0720f894f0,normal,,0,0
CUST-14f5a5163f,normal,,0,0
CUST-c8e6a1e29a,normal,,0,0
CUST-902c96d739,normal,,0,0
CUST-c2df54b801,normal,,0,0
CUST-d60faeda84,normal,,0,0
CUST-dfc58cf178,normal,,0,0
CUST-552a91e1c1,normal,,0,0
CUST-48590399a9,normal,,0,0
CUST-6a9b92444e,normal,,0,0
CUST-f9595239bc,normal,,0,0
CUST-e38af608d4,normal,,0,0
CUST-b991ddddb7,normal,,0,0
CUST-dd44b25493,normal,,0,0
CUST-e01e310a9c,normal,,0,0
CUST-40bd0e5ea2,normal,,0,0
CUST-8898f6ef8e,normal,,0,0
CUST-c879fabccb,normal,,0,0
CUST-6b6806f90c,normal,,0,0
CUST-6501839df0,normal,,0,0
CUST-4a4f99e172,normal,,0,0
CUST-3175efc667,normal,,0,0
CUST-addeb2e68f,normal,,0,0
CUST-ae4709bf44,normal,,0,0
CUST-01e1128fa3,normal,,0,0
