customer_id,total_quantity,n_orders,avg_qty_per_order,max_qty_single_order,n_distinct_skus,sku_concentration,pct_orders_discount_window,avg_discount_pct_when_used,purchase_span_days,order_frequency_per_week,total_spend,n_distinct_ips,account_age_at_first_order_days,shared_device_count,shared_payment_count,shared_address_count,shared_ip_count,identity_cluster_size,segment,is_reseller,is_loyal_bulk
CUST-f222a2d4e8,2,2,1.0,1,2,0.5,0.0,0.0,19.37919542126157,0.7224242129598489,170.0,1,4.601433275648149,0,0,0,0,1,normal,0,0
CUST-704dccb4f8,33,8,4.125,5,4,0.3406795224977043,0.0,0.0,33.948455378310186,1.6495595860240122,2000.0,1,0.8378031196064816,0,0,0,0,1,stealth_reseller,1,0
CUST-2b8189a4fb,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,45.69197029489583,0,0,0,0,1,normal,0,0
CUST-5b24db3e42,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,263.0932397888542,0,0,0,0,1,normal,0,0
CUST-de5d4fe92c,2,2,1.0,1,2,0.5,0.0,0.0,46.24253482680555,0.3027515695762546,170.0,1,14.104034583506946,0,0,1,0,2,shared_address_legit,0,1
CUST-5b3dda4700,9,2,4.5,5,1,1.0,1.0,0.425,60.0030069597338,0.2333216401870489,515.0,1,42.69553949130787,3,0,3,0,4,ring_reseller,1,0
CUST-ac0cc10edb,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,322.79189130363426,0,0,0,0,1,normal,0,0
CUST-c7b9fb2dc1,3,3,1.0,1,2,0.5555555555555556,0.0,0.0,146.6851014829398,0.1431638236446419,205.0,3,148.10391478425927,0,0,4,0,5,ring_reseller,1,0
CUST-48c1bb65b3,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,129.33018060986112,0.1623750921940551,180.0,1,138.99751638462962,0,0,0,0,1,normal,0,0
CUST-1b150cf366,3,1,3.0,3,1,1.0,1.0,0.3,0.0,7.0,63.0,1,30.68414702866898,0,3,3,0,4,ring_reseller,1,0
CUST-40b20aacbc,2,2,1.0,1,2,0.5,0.0,0.0,92.90478332447915,0.1506919181018227,115.0,1,434.2050264976273,0,0,0,0,1,normal,0,0
CUST-22b6a49e00,5,1,5.0,5,1,1.0,1.0,0.35,0.0,7.0,81.25,1,0.0,0,0,5,0,6,ring_reseller,1,0
CUST-360a96cf32,20,3,6.666666666666667,8,2,0.58,0.0,0.0,16.640571074953705,1.261975920502381,1620.0,1,174.82117817219907,0,0,0,0,1,loyal_bulk,0,1
CUST-3927bc2167,10,3,3.333333333333333,4,3,0.3399999999999999,0.0,0.0,54.590686871875,0.3846809996966562,690.0,1,599.5528213547107,0,0,0,0,1,loyal_bulk,0,1
CUST-3f00e7e976,42,4,10.5,12,3,0.419501133786848,1.0,0.3874999999999999,120.01505680131945,0.2333040598926931,1452.5,1,61.63074907515046,0,0,0,0,1,solo_reseller,1,0
CUST-9e73d44367,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,362.3060305329166,0,0,0,0,1,normal,0,0
CUST-4cf706e32a,2,2,1.0,1,2,0.5,0.0,0.0,26.98810322766204,0.5187470894823909,160.0,1,329.1382766152778,0,0,0,0,1,normal,0,0
CUST-6f98928de5,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,83.15107143952547,0,0,0,0,1,normal,0,0
CUST-68c4fd05a4,29,6,4.833333333333333,8,2,0.5291319857312723,0.0,0.0,116.1710323795486,0.3615359108007197,1640.0,1,634.6690193693403,0,0,0,0,1,loyal_bulk,0,1
CUST-a45be49a23,32,3,10.666666666666666,12,2,0.625,1.0,0.3666666666666667,150.01246668506943,0.1399883653942349,1464.0,3,11.268465130555557,0,0,0,0,1,solo_reseller,1,0
CUST-cd5df9cd10,2,2,1.0,1,2,0.5,0.0,0.0,73.31719536164351,0.1909511122314999,100.0,1,6.906027319050926,0,0,0,0,1,normal,0,0
CUST-e55d5337c1,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,60.0,1,31.1464781315162,0,0,0,0,1,normal,0,0
CUST-119c1b89bd,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,70.0,1,400.8982023523264,0,0,0,0,1,normal,0,0
CUST-5d51f1893d,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,203.79367723924767,0,0,2,0,3,ring_reseller,1,0
CUST-16aca1d2d8,16,5,3.2,4,1,1.0,0.0,0.0,123.74604070458332,0.2828373320125438,480.0,1,505.7836619206829,0,0,0,0,1,loyal_bulk,0,1
CUST-a7c4c26fb5,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,85.0,1,57.14294149626157,0,0,4,0,5,ring_reseller,1,0
CUST-20c17a092a,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,80.33650467221065,0,0,0,0,1,normal,0,0
CUST-c7dba9fbb7,18,4,4.5,6,4,0.2654320987654321,0.0,0.0,166.44926702038194,0.1682194250610389,1235.0,1,377.6745033721528,0,0,0,0,1,loyal_bulk,0,1
CUST-0c0947263d,2,2,1.0,1,1,1.0,0.0,0.0,89.92552663300926,0.1556843815564709,140.0,1,146.41773158943286,0,0,0,0,1,normal,0,0
CUST-99a9b9200f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,129.62054091067128,0,0,0,0,1,normal,0,0
CUST-a09637fee9,10,2,5.0,5,2,0.5,0.0,0.0,28.390929857488427,0.4931152332901609,725.0,1,376.6854194625694,0,0,0,0,1,loyal_bulk,0,1
CUST-32cb1ab88f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,302.2288157117477,0,0,0,0,1,normal,0,0
CUST-8245c687a0,2,2,1.0,1,2,0.5,0.0,0.0,19.404900252037034,0.7214672488991716,90.0,1,0.757730618900463,0,0,0,0,1,normal,0,0
CUST-c9ac5f53ef,28,5,5.6,8,3,0.375,0.0,0.0,131.5760256598727,0.2660059066571586,1475.0,1,257.2216091294908,0,0,0,0,1,loyal_bulk,0,1
CUST-bc3ed7f445,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,50.66082386708333,0.414521486170395,275.0,1,376.9415313514815,0,0,0,0,1,normal,0,0
CUST-3ec674bc06,34,10,3.4,5,1,1.0,0.0,0.0,142.46360204709492,0.4913535737841287,3400.0,10,258.53172254217594,0,0,0,0,1,stealth_reseller,1,0
CUST-3659658466,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,480.62778381847227,0,0,1,0,2,shared_address_legit,0,1
CUST-2380f28583,37,7,5.285714285714286,8,6,0.1789627465303141,0.0,0.0,79.54485273479168,0.6160046604570325,2420.0,1,524.6742157860996,0,0,0,0,1,loyal_bulk,0,1
CUST-286ea159df,4,3,1.3333333333333333,2,2,0.5,0.0,0.0,56.06402272206019,0.374571765998819,320.0,1,313.7672187847338,0,0,0,0,1,normal,0,0
CUST-7a93af1cd4,13,3,4.333333333333333,6,2,0.57396449704142,0.0,0.0,52.06485791136574,0.4033430771241134,900.0,1,644.1607985329746,0,0,0,0,1,loyal_bulk,0,1
CUST-435679f21e,3,1,3.0,3,1,1.0,1.0,0.3,0.0,7.0,147.0,1,0.0,0,0,5,0,6,ring_reseller,1,0
CUST-cc3108852a,2,2,1.0,1,1,1.0,0.0,0.0,2.6704125778472223,5.2426355822837785,180.0,1,38.585679871875,0,0,3,0,4,shared_address_legit,0,1
CUST-e43aa69db7,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,70.0,1,471.66270724934026,0,0,3,0,4,shared_address_legit,0,1
CUST-dda751bf67,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,200.6512077153125,0,0,0,0,1,normal,0,0
CUST-5a62c9acc0,21,4,5.25,8,3,0.45578231292517,0.0,0.0,124.411759556875,0.2250591109693273,1870.0,1,688.5530175284954,0,0,0,0,1,loyal_bulk,0,1
CUST-f4ed1f9836,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,5.846116679930556,0,0,0,0,1,normal,0,0
CUST-ad894ad187,28,8,3.5,5,4,0.2908163265306122,0.0,0.0,169.18224279501158,0.3310040053544625,1875.0,8,202.69708563689812,0,0,0,0,1,stealth_reseller,1,0
CUST-ba0ce8e769,3,3,1.0,1,2,0.5555555555555556,0.0,0.0,89.45580760078704,0.2347527853497936,80.0,1,3.618741993819445,0,0,0,0,1,normal,0,0
CUST-701ef19439,2,2,1.0,1,2,0.5,0.0,0.0,162.8912480532523,0.0859469134610788,115.0,1,98.92868255693288,0,0,0,0,1,normal,0,0
CUST-8345ca734d,18,2,9.0,10,1,1.0,1.0,0.425,90.01215454059027,0.155534550544358,936.0,2,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-93e8cc5f30,8,2,4.0,5,2,0.53125,1.0,0.3249999999999999,90.00992958752315,0.1555383951987962,153.75,2,0.0,5,0,5,0,6,ring_reseller,1,0
CUST-698adc61a1,24,5,4.8,6,1,1.0,0.0,0.0,136.14838798810186,0.2570724524704522,2040.0,1,424.8463117827199,0,0,0,0,1,loyal_bulk,0,1
CUST-5693ae3f3a,4,3,1.3333333333333333,2,3,0.375,0.0,0.0,127.93102693626156,0.1641509530792926,370.0,1,404.2309257337037,0,0,1,0,2,shared_address_legit,0,1
CUST-aeeb3e4981,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,33.61132877260417,0,0,0,0,1,normal,0,0
CUST-54f551d130,20,1,20.0,20,1,1.0,1.0,0.3,0.0,7.0,980.0,1,379.2688070481481,0,0,0,0,1,solo_reseller,1,0
CUST-8c4781e594,4,3,1.3333333333333333,2,2,0.5,0.0,0.0,128.27186748251157,0.1637147755946027,340.0,1,140.171239611794,0,0,0,0,1,normal,0,0
CUST-5499c6bfe6,2,2,1.0,1,2,0.5,0.0,0.0,15.56546652434028,0.8994269447759692,150.0,1,173.9781833722338,0,0,0,0,1,normal,0,0
CUST-6af3773ec4,2,2,1.0,1,2,0.5,0.0,0.0,8.62431307289352,1.6233176928609456,180.0,1,46.20811715557871,0,0,0,0,1,normal,0,0
CUST-7113a11b00,2,2,1.0,1,2,0.5,0.0,0.0,89.52576780428241,0.1563795580129089,120.0,1,145.20801976640047,0,0,0,0,1,normal,0,0
CUST-03ffe1539f,2,2,1.0,1,2,0.5,0.0,0.0,10.080713567604166,1.388790575797236,150.0,1,297.9470644508565,0,0,0,0,1,normal,0,0
CUST-d7c65a4589,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,85.0,1,7.316893333298611,0,0,0,0,1,normal,0,0
CUST-8e091c2efe,4,4,1.0,1,3,0.375,0.0,0.0,93.00805219741898,0.3010492031439081,330.0,1,63.85635719623843,0,0,0,0,1,normal,0,0
CUST-2ffd2140e4,2,2,1.0,1,1,1.0,0.0,0.0,15.658086018680557,0.8941067243657742,120.0,1,256.90824187531246,0,0,3,0,4,shared_address_legit,0,1
CUST-dbd7e72562,12,3,4.0,6,3,0.375,0.0,0.0,18.107343825960648,1.1597504416905215,1095.0,1,81.4587806982639,0,0,0,0,1,loyal_bulk,0,1
CUST-2d7d535d7a,2,2,1.0,1,2,0.5,0.0,0.0,7.706472096516204,1.8166548616102636,90.0,1,4.068879928738426,0,0,0,0,1,normal,0,0
CUST-38a30f0385,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,338.3037350700926,0,0,0,0,1,normal,0,0
CUST-98fa90b4b3,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,386.9169166376736,0,0,0,0,1,normal,0,0
CUST-2ef131a041,27,6,4.5,8,5,0.2592592592592592,0.0,0.0,124.70599702150464,0.3367921431457494,2335.0,1,623.6923808359376,0,0,0,0,1,loyal_bulk,0,1
CUST-0656e95ee8,17,3,5.666666666666667,8,3,0.3771626297577855,0.0,0.0,118.7472445539236,0.176846208759512,1250.0,1,537.9376729300926,0,0,0,0,1,loyal_bulk,0,1
CUST-74b7b5e1df,4,1,4.0,4,1,1.0,1.0,0.4,0.0,7.0,216.0,1,0.0,0,2,2,0,3,ring_reseller,1,0
CUST-b4e30ea17d,10,2,5.0,5,1,1.0,1.0,0.45,89.99530864289352,0.1555636644966994,467.5,2,5.410432230162037,0,4,4,0,5,ring_reseller,1,0
CUST-8415aed3e2,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,428.9166972649422,0,0,0,0,1,normal,0,0
CUST-d6b6d3d39b,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,120.0,1,52.79287884394676,0,0,0,0,1,normal,0,0
CUST-9067839bc9,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,30.0,1,168.36029522491896,0,0,0,0,1,normal,0,0
CUST-7287dc5da8,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,402.327610021794,0,0,0,0,1,normal,0,0
CUST-91d9f20a43,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,27.209178694120368,0,0,0,0,1,normal,0,0
CUST-e9c91520b7,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,60.0,1,273.3520155560648,0,0,0,0,1,normal,0,0
CUST-7388f66631,7,2,3.5,4,2,0.510204081632653,1.0,0.375,29.993822287094904,0.4667627842158556,321.0,2,68.0688419093287,0,4,4,0,5,ring_reseller,1,0
CUST-029e430546,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,16.564188935243056,1.2677952468483995,205.0,3,7.858623551319444,0,0,5,0,6,ring_reseller,1,0
CUST-e8d7701899,2,2,1.0,1,2,0.5,0.0,0.0,56.07575431903936,0.2496622679446791,180.0,1,247.62739194158564,0,0,0,0,1,normal,0,0
CUST-ca32d3e2cc,8,1,8.0,8,1,1.0,1.0,0.3,0.0,7.0,168.0,1,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-4c8e2ac1f1,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,200.0,1,182.9090638319676,0,0,0,0,1,normal,0,0
CUST-56f5861f7d,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,333.9689039387384,0,0,0,0,1,normal,0,0
CUST-75714444c0,2,2,1.0,1,2,0.5,0.0,0.0,91.42139049256944,0.1531370276099431,95.0,1,317.66768271314817,0,0,0,0,1,normal,0,0
CUST-910083b44d,3,2,1.5,2,2,0.5555555555555556,0.0,0.0,144.68405667226853,0.0967625619712345,150.0,1,302.3496487513194,0,0,0,0,1,normal,0,0
CUST-98ce36977e,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,293.3212916595602,0,0,1,0,2,shared_address_legit,0,1
CUST-96bd24138f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,439.6794699126852,0,0,0,0,1,normal,0,0
CUST-43740f8db9,17,4,4.25,6,4,0.2664359861591696,0.0,0.0,144.63239097018518,0.1935942551469814,970.0,1,565.6426063403356,0,0,0,0,1,loyal_bulk,0,1
CUST-00ef124006,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,128.95898943534723,0,0,0,0,1,normal,0,0
CUST-4684e901b8,18,2,9.0,10,2,0.5061728395061729,1.0,0.375,119.99851553347224,0.1166681099158668,870.0,1,507.0077344121296,0,0,0,0,1,solo_reseller,1,0
CUST-0e54596fb6,15,4,3.75,4,3,0.36,0.0,0.0,153.61139330241895,0.1822781461585706,850.0,1,351.21019557505787,0,0,0,0,1,loyal_bulk,0,1
CUST-4b8c766403,10,3,3.333333333333333,4,3,0.3399999999999999,0.0,0.0,79.44239990359954,0.2643424673157248,510.0,1,411.8883350819907,0,0,0,0,1,loyal_bulk,0,1
CUST-85cb23952e,21,6,3.5,6,5,0.2244897959183673,0.0,0.0,103.62921667680556,0.4052911075357043,1275.0,1,280.0766761462384,0,0,0,0,1,loyal_bulk,0,1
CUST-80fd7b4013,29,8,3.625,5,1,1.0,0.0,0.0,131.55711824895835,0.4256706193124856,2610.0,1,63.329865947708335,0,0,0,0,1,stealth_reseller,1,0
CUST-0adc451863,36,3,12.0,20,2,0.654320987654321,1.0,0.3666666666666667,150.00932246645831,0.1399912995720352,1848.0,1,608.6788973219676,0,0,0,0,1,solo_reseller,1,0
CUST-764fc2bbc1,2,2,1.0,1,2,0.5,0.0,0.0,9.163666046354166,1.5277728290382218,110.0,1,345.5521200417824,0,0,0,0,1,normal,0,0
CUST-710ef89167,17,5,3.4,5,4,0.273356401384083,0.0,0.0,167.24088977916665,0.2092789630945863,1215.0,1,296.3956338219676,0,0,0,0,1,loyal_bulk,0,1
CUST-e6573b6f1b,15,1,15.0,15,1,1.0,1.0,0.3,0.0,7.0,315.0,1,76.23268048238427,0,0,0,0,1,solo_reseller,1,0
CUST-128c33cf24,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,57.14525332153936,0.3674845902220301,215.0,1,459.7481556694676,0,0,0,0,1,normal,0,0
CUST-5b78c6b05e,3,1,3.0,3,1,1.0,1.0,0.45,0.0,7.0,148.5,1,0.0,4,0,4,0,5,ring_reseller,1,0
CUST-219c62c8a3,2,2,1.0,1,2,0.5,0.0,0.0,52.1604316501389,0.2684026868087223,130.0,1,186.40535121064812,0,0,2,0,3,ring_reseller,1,0
CUST-7ba73b4bed,36,4,9.0,12,3,0.3580246913580246,1.0,0.375,120.00171723586804,0.2333299943113723,1464.0,4,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-f745223c3f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,229.5883157606713,0,0,3,0,4,shared_address_legit,0,1
CUST-b0febcb6b6,2,2,1.0,1,1,1.0,0.0,0.0,4.857689541469908,2.88202856120848,200.0,1,35.62329535666667,0,0,1,0,2,shared_address_legit,0,1
CUST-bc587f0f90,22,2,11.0,12,1,1.0,1.0,0.4,150.00181243636575,0.0933322056087763,1320.0,2,51.278303901192125,0,0,0,0,1,solo_reseller,1,0
CUST-75d4dad5fa,2,2,1.0,1,1,1.0,0.0,0.0,68.3142146370949,0.2049353867913448,120.0,1,336.14054565083336,0,0,0,0,1,normal,0,0
CUST-5927a3d23d,3,3,1.0,1,2,0.5555555555555556,0.0,0.0,69.02947369578705,0.3042178778958538,280.0,1,191.65300023171292,0,0,0,0,1,normal,0,0
CUST-1ec7ade7f5,4,3,1.3333333333333333,2,3,0.375,0.0,0.0,2.535967184016204,8.280864252644768,230.0,1,3.801854428958333,0,0,0,0,1,normal,0,0
CUST-7123422831,3,1,3.0,3,1,1.0,1.0,0.35,0.0,7.0,48.75,1,0.0,0,0,5,0,6,ring_reseller,1,0
CUST-2b08bdfc3b,8,1,8.0,8,1,1.0,1.0,0.4,0.0,7.0,480.0,1,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-3e8679b1b1,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,227.70884556770832,0,0,0,0,1,normal,0,0
CUST-3b8ab688bc,18,4,4.5,8,3,0.3765432098765432,0.0,0.0,69.70769277282407,0.4016773312416381,665.0,1,440.8859014782408,0,0,0,0,1,loyal_bulk,0,1
CUST-5d9af6817f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,318.5702027558449,0,0,3,0,4,shared_address_legit,0,1
CUST-926bd94503,20,4,5.0,8,3,0.3600000000000001,0.0,0.0,113.07352741112268,0.2476264837674616,1280.0,1,481.6318778468171,0,0,0,0,1,loyal_bulk,0,1
CUST-dfe5bf3a75,2,2,1.0,1,2,0.5,0.0,0.0,33.78530420267361,0.4143813510162832,170.0,1,31.876437455844904,0,0,0,0,1,normal,0,0
CUST-ae77e6f636,10,2,5.0,6,2,0.52,0.0,0.0,35.32933807306713,0.3962712228303173,820.0,1,131.18952633778937,0,0,0,0,1,loyal_bulk,0,1
CUST-bf88d7d250,2,2,1.0,1,2,0.5,0.0,0.0,54.19483497799769,0.2583272004736945,90.0,1,461.2494426419097,0,0,0,0,1,normal,0,0
CUST-8233a25f4d,12,3,4.0,6,2,0.625,0.0,0.0,25.374636283668984,0.8275980693963885,315.0,1,599.0144466036573,0,0,0,0,1,loyal_bulk,0,1
CUST-5b0023cbfd,23,7,3.2857142857142856,4,1,1.0,0.0,0.0,171.61077721608797,0.2855298530482175,2300.0,7,622.5634332448727,0,0,0,0,1,stealth_reseller,1,0
CUST-740b7a7e65,3,1,3.0,3,1,1.0,1.0,0.4,0.0,7.0,162.0,1,0.0,3,0,3,0,4,ring_reseller,1,0
CUST-9a945fe456,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,340.4751644171643,0,0,0,0,1,normal,0,0
CUST-04386e4cde,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,180.0,1,1.5201107817013888,0,0,2,0,3,shared_address_legit,0,1
CUST-193afc51c2,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,140.0,1,0.4880511998958333,0,0,0,0,1,normal,0,0
CUST-cda23918fb,4,4,1.0,1,3,0.375,0.0,0.0,28.68471751298611,0.9761295361310032,220.0,1,17.207211358622683,0,0,0,0,1,normal,0,0
CUST-fc9010c8d5,4,1,4.0,4,1,1.0,1.0,0.45,0.0,7.0,220.0,1,36.74319353517361,5,0,5,0,6,ring_reseller,1,0
CUST-8dc5f3d48e,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,129.1509981255324,0,0,0,0,1,normal,0,0
CUST-4f7431af0e,31,8,3.875,5,5,0.2382934443288241,0.0,0.0,138.49211561127316,0.4043551486871909,2505.0,1,366.1426070797107,0,0,0,0,1,loyal_bulk,0,1
CUST-3ecd0aedf4,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,100.4671737848264,0.2090234970178054,260.0,1,143.81239224091436,0,0,0,0,1,normal,0,0
CUST-44bc39ed4f,2,2,1.0,1,2,0.5,0.0,0.0,0.6305444358101853,14.0,130.0,1,148.54177888635417,0,0,0,0,1,normal,0,0
CUST-78d43a454a,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,48.801220595300926,0.4303171056754694,215.0,1,35.6604682866088,0,0,0,0,1,normal,0,0
CUST-77caa72db9,3,2,1.5,2,2,0.5555555555555556,0.0,0.0,27.877956195856484,0.50218889439538,230.0,1,131.79016504885416,0,0,0,0,1,normal,0,0
CUST-890f986e62,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,30.0,1,239.375452091956,0,0,0,0,1,normal,0,0
CUST-c5a94b5009,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,551.1817502055093,0,0,1,0,2,shared_address_legit,0,1
CUST-6c5accfc94,4,4,1.0,1,3,0.375,0.0,0.0,33.146478571655095,0.8447352843069109,335.0,1,347.5545885065162,0,0,0,0,1,normal,0,0
CUST-8e7a152399,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,50.0,1,47.13192666563658,0,0,0,0,1,normal,0,0
CUST-e0dabefc62,12,3,4.0,5,2,0.513888888888889,1.0,0.4166666666666667,89.99885451650462,0.2333363031431569,423.25,1,0.0,0,5,5,0,6,ring_reseller,1,0
CUST-07a1db2380,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,9.627662338668982,0,0,0,0,1,normal,0,0
CUST-c827c1b2ed,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,70.0,1,227.1037820468287,0,0,0,0,1,normal,0,0
CUST-3147e029bd,24,3,8.0,8,2,0.5555555555555556,1.0,0.3833333333333333,90.00553470630787,0.2333189849771344,1088.0,1,415.3289979345023,0,0,0,0,1,solo_reseller,1,0
CUST-0985477b8b,7,2,3.5,4,2,0.510204081632653,1.0,0.375,30.00022350871528,0.4666631898903319,309.0,2,68.10220331841435,0,4,4,0,5,ring_reseller,1,0
CUST-92548537ae,22,5,4.4,8,3,0.4008264462809917,0.0,0.0,109.67687981002317,0.3191192169272618,1850.0,1,35.9371306691088,0,0,0,0,1,loyal_bulk,0,1
CUST-fdd0613b2c,15,1,15.0,15,1,1.0,1.0,0.4,0.0,7.0,765.0,1,154.28764544806714,0,0,0,0,1,solo_reseller,1,0
CUST-c5e4ff908b,5,1,5.0,5,1,1.0,1.0,0.4,0.0,7.0,270.0,1,110.19471526628472,0,0,3,0,4,ring_reseller,1,0
CUST-38c022104a,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,208.9186832394676,0,0,0,0,1,normal,0,0
CUST-da94d6598a,50,4,12.5,20,2,0.52,1.0,0.4375,150.0015221041551,0.1866647725118276,2590.0,1,0.0,0,0,0,0,1,solo_reseller,1,0
